Timestamp,Model,Process,Metric,Score
2025-09-19 14:55:36,Model 14,encrypted-fhe,CoeffModBitSizes,"[60, 40, 40, 40, 40, 40, 40, 60]"
2025-09-19 14:55:36,Model 14,encrypted-fhe,GlobalScale(2^40),1099511627776.0000
2025-09-19 14:55:36,Model 14,encrypted-fhe,AppEncryptionKeySize,1310720.0000
2025-09-19 14:57:36,Model 15,Validation,MSE,0.0366
2025-09-19 14:57:36,Model 15,Validation,MAE,0.1249
2025-09-19 14:57:36,Model 15,Validation,MAPE,295981497188352.0000
2025-09-19 14:57:36,Model 15,Validation,R2,-0.5337
2025-09-19 14:57:36,Model 15,Validation,EVS,0.0370
2025-09-19 14:57:36,Model 15,Test,MSE,0.0393
2025-09-19 14:57:36,Model 15,Test,MAE,0.1336
2025-09-19 14:57:36,Model 15,Test,MAPE,1.3839
2025-09-19 14:57:36,Model 15,Test,R2,-461.0005
2025-09-19 14:57:36,Model 15,Test,EVS,-16.6975
2025-09-19 14:57:36,Model 15,encrypted-fhe,MSE,272.8516
2025-09-19 14:57:36,Model 15,encrypted-fhe,MAE,16.5170
2025-09-19 14:57:36,Model 15,encrypted-fhe,MAPE,63689573492394760.0000
2025-09-19 14:57:36,Model 15,encrypted-fhe,R2,-3096.7465
2025-09-19 14:57:36,Model 15,encrypted-fhe,EVS,0.0864
2025-09-19 14:57:36,Model 15,Validation,Time,28.8061
2025-09-19 14:57:36,Model 15,Test,Time,0.0006
2025-09-19 14:57:36,Model 15,encrypted-fhe,Time,3.9885
2025-09-19 14:57:36,Model 15,encrypted-fhe,EncryptionScheme,CKKS
2025-09-19 14:57:36,Model 15,encrypted-fhe,PolyModulusDegree,32768.0000
2025-09-19 14:57:36,Model 15,encrypted-fhe,CoeffModBitSizes,"[60, 40, 40, 40, 40, 40, 40, 60]"
2025-09-19 14:57:36,Model 15,encrypted-fhe,GlobalScale(2^40),1099511627776.0000
2025-09-19 14:57:36,Model 15,encrypted-fhe,AppEncryptionKeySize,1310720.0000
2025-09-19 15:00:39,Model 16,Validation,MSE,0.0367
2025-09-19 15:00:39,Model 16,Validation,MAE,0.1239
2025-09-19 15:00:39,Model 16,Validation,MAPE,289910024044544.0000
2025-09-19 15:00:39,Model 16,Validation,R2,-0.5394
2025-09-19 15:00:39,Model 16,Validation,EVS,0.0393
2025-09-19 15:00:39,Model 16,Test,MSE,0.0398
2025-09-19 15:00:39,Model 16,Test,MAE,0.1346
2025-09-19 15:00:39,Model 16,Test,MAPE,1.4039
2025-09-19 15:00:39,Model 16,Test,R2,-297.8694
2025-09-19 15:00:39,Model 16,Test,EVS,-9.9827
2025-09-19 15:00:39,Model 16,encrypted-fhe,MSE,292.5049
2025-09-19 15:00:39,Model 16,encrypted-fhe,MAE,17.1016
