Timestamp,Model,Process,Metric,Score
2025-09-19 09:58:29,Model 8,Validation,Time,29.6765
2025-09-19 09:58:29,Model 8,Test,Time,0.0294
2025-09-19 09:58:29,Model 8,encrypted-fhe,Time,38.0251
2025-09-19 09:58:29,Model 8,encrypted-fhe,EncryptionScheme,CKKS
2025-09-19 09:58:29,Model 8,encrypted-fhe,PolyModulusDegree,8192.0000
2025-09-19 09:58:29,Model 8,encrypted-fhe,CoeffModBitSizes,"[31, 26, 26, 26, 26, 26, 26, 31]"
2025-09-19 09:58:29,Model 8,encrypted-fhe,GlobalScale(2^26),67108864.0000
2025-09-19 09:58:29,Model 8,encrypted-fhe,AppEncryptionKeySize,212992.0000
2025-09-19 10:01:42,Model 9,Validation,acc,0.9714
2025-09-19 10:01:42,Model 9,Validation,ps,0.9710
2025-09-19 10:01:42,Model 9,Validation,recall,0.9707
2025-09-19 10:01:42,Model 9,Validation,f1,0.9708
2025-09-19 10:01:42,Model 9,Test,acc,0.9676
2025-09-19 10:01:42,Model 9,Test,ps,0.9674
2025-09-19 10:01:42,Model 9,Test,recall,0.9675
2025-09-19 10:01:42,Model 9,Test,f1,0.9674
2025-09-19 10:01:42,Model 9,encrypted-fhe,acc,0.9167
2025-09-19 10:01:42,Model 9,encrypted-fhe,ps,0.9300
2025-09-19 10:01:42,Model 9,encrypted-fhe,recall,0.9000
2025-09-19 10:01:42,Model 9,encrypted-fhe,f1,0.8889
2025-09-19 10:01:42,Model 9,Validation,Time,47.6396
2025-09-19 10:01:42,Model 9,Test,Time,0.0316
2025-09-19 10:01:42,Model 9,encrypted-fhe,Time,38.2710
2025-09-19 10:01:42,Model 9,encrypted-fhe,EncryptionScheme,CKKS
2025-09-19 10:01:42,Model 9,encrypted-fhe,PolyModulusDegree,8192.0000
2025-09-19 10:01:42,Model 9,encrypted-fhe,CoeffModBitSizes,"[31, 26, 26, 26, 26, 26, 26, 31]"
2025-09-19 10:01:42,Model 9,encrypted-fhe,GlobalScale(2^26),67108864.0000
2025-09-19 10:01:42,Model 9,encrypted-fhe,AppEncryptionKeySize,212992.0000
2025-09-19 10:04:42,Model 10,Validation,acc,0.9711
2025-09-19 10:04:42,Model 10,Validation,ps,0.9711
2025-09-19 10:04:42,Model 10,Validation,recall,0.9705
2025-09-19 10:04:42,Model 10,Validation,f1,0.9707
2025-09-19 10:04:42,Model 10,Test,acc,0.9676
2025-09-19 10:04:42,Model 10,Test,ps,0.9683
2025-09-19 10:04:42,Model 10,Test,recall,0.9673
2025-09-19 10:04:42,Model 10,Test,f1,0.9677
2025-09-19 10:04:42,Model 10,encrypted-fhe,acc,0.9583
2025-09-19 10:04:42,Model 10,encrypted-fhe,ps,0.9500
2025-09-19 10:04:42,Model 10,encrypted-fhe,recall,0.9500
2025-09-19 10:04:42,Model 10,encrypted-fhe,f1,0.9333
2025-09-19 10:04:42,Model 10,Validation,Time,76.7559
2025-09-19 10:04:42,Model 10,Test,Time,0.0300
2025-09-19 10:04:42,Model 10,encrypted-fhe,Time,37.8039
2025-09-19 10:04:42,Model 10,encrypted-fhe,EncryptionScheme,CKKS
2025-09-19 10:04:42,Model 10,encrypted-fhe,PolyModulusDegree,8192.0000
2025-09-19 10:04:42,Model 10,encrypted-fhe,CoeffModBitSizes,"[31, 26, 26, 26, 26, 26, 26, 31]"
2025-09-19 10:04:42,Model 10,encrypted-fhe,GlobalScale(2^26),67108864.0000
2025-09-19 10:04:42,Model 10,encrypted-fhe,AppEncryptionKeySize,212992.0000
2025-09-19 10:09:53,Model 11,Validation,acc,0.9669
2025-09-19 10:09:53,Model 11,Validation,ps,0.9667
2025-09-19 10:09:53,Model 11,Validation,recall,0.9664
2025-09-19 10:09:53,Model 11,Validation,f1,0.9664
2025-09-19 10:09:53,Model 11,Test,acc,0.9681
2025-09-19 10:09:53,Model 11,Test,ps,0.9684
2025-09-19 10:09:53,Model 11,Test,recall,0.9683
2025-09-19 10:09:53,Model 11,Test,f1,0.9683
2025-09-19 10:09:53,Model 11,encrypted-fhe,acc,1.0000
2025-09-19 10:09:53,Model 11,encrypted-fhe,ps,1.0000
2025-09-19 10:09:53,Model 11,encrypted-fhe,recall,1.0000
2025-09-19 10:09:53,Model 11,encrypted-fhe,f1,1.0000
2025-09-19 10:09:53,Model 11,Validation,Time,99.9396
2025-09-19 10:09:53,Model 11,Test,Time,0.0306
2025-09-19 10:09:53,Model 11,encrypted-fhe,Time,38.2004
2025-09-19 10:09:53,Model 11,encrypted-fhe,EncryptionScheme,CKKS
2025-09-19 10:09:53,Model 11,encrypted-fhe,PolyModulusDegree,8192.0000
2025-09-19 10:09:53,Model 11,encrypted-fhe,CoeffModBitSizes,"[31, 26, 26, 26, 26, 26, 26, 31]"
2025-09-19 10:09:53,Model 11,encrypted-fhe,GlobalScale(2^26),67108864.0000
2025-09-19 10:09:53,Model 11,encrypted-fhe,AppEncryptionKeySize,212992.0000
2025-09-19 10:18:29,Model 12,Validation,acc,0.9736
2025-09-19 10:18:29,Model 12,Validation,ps,0.9730
2025-09-19 10:18:29,Model 12,Validation,recall,0.9734
2025-09-19 10:18:29,Model 12,Validation,f1,0.9732
2025-09-19 10:18:29,Model 12,Test,acc,0.9685
2025-09-19 10:18:29,Model 12,Test,ps,0.9688
2025-09-19 10:18:29,Model 12,Test,recall,0.9686
2025-09-19 10:18:29,Model 12,Test,f1,0.9686
2025-09-19 10:18:29,Model 12,encrypted-fhe,acc,1.0000
2025-09-19 10:18:29,Model 12,encrypted-fhe,ps,1.0000
2025-09-19 10:18:29,Model 12,encrypted-fhe,recall,1.0000
